Sample_ID,Data_type,Mother_plant_ID,Temperature_type,Temperature_treatment,Soil_type,Soil_moisture_treatment,Soil_microbial_origin,Plant_population_origin,Sympatry,Number_of_seeds_planted,Number_of_emerged_seedlings,Date,Measurement_time_point,Plant_age_days,Leaf_number,Leaf_length_cm,Leaf_width_cm,Rosette_shape_flat/high,Leaf_allometry,Leaf_size,Leaf_area,AMF_colonisation_percent,Leaves_freshweight_g,Leaves_dryweight_g,Roots_dryweight_g,Root_shoot_ratio,Total_biomass_g
370,leaves,Meadow_P06,Low, 15C,Low, 10%watervol,Forest,Meadow,Non-local,NA,NA,12/2/16,2,33,4,5.8,0.4,NA,0.068965517,2.32,9.28,NA,NA,NA,NA,NA,NA
371,leaves,Meadow_P06,Low, 15C,Low, 10%watervol,Forest,Meadow,Non-local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,leaves,Meadow_P07,Low, 15C,Low, 10%watervol,Forest,Meadow,Non-local,NA,NA,12/2/16,2,33,3,3.4,0.4,NA,0.117647059,1.36,4.08,NA,NA,NA,NA,NA,NA
373,leaves,Coast_P07,Low, 15C,Low, 10%watervol,Meadow,Coast,Non-local,NA,NA,12/2/16,2,33,4,5.9,0.5,NA,0.084745763,2.95,11.8,NA,NA,NA,NA,NA,NA
374,leaves,Coast_P07,Low, 15C,Low, 10%watervol,Meadow,Coast,Non-local,NA,NA,12/2/16,2,33,4,6.2,0.5,NA,0.080645161,3.1,12.4,NA,NA,NA,NA,NA,NA
375,leaves,Coast_P10,Low, 15C,Low, 10%watervol,Meadow,Coast,Non-local,NA,NA,12/2/16,2,33,4,6.2,0.5,NA,0.080645161,3.1,12.4,NA,NA,NA,NA,NA,NA
376,leaves,Coast_P21,Low, 15C,Low, 10%watervol,Meadow,Coast,Non-local,NA,NA,12/2/16,2,33,4,4.3,0.3,NA,0.069767442,1.29,5.16,NA,NA,NA,NA,NA,NA
377,leaves,Forest_P12,Low, 15C,Low, 10%watervol,Meadow,Forest,Non-local,NA,NA,12/2/16,2,33,4,3.7,0.4,NA,0.108108108,1.48,5.92,NA,NA,NA,NA,NA,NA
378,leaves,Forest_P12,Low, 15C,Low, 10%watervol,Meadow,Forest,Non-local,NA,NA,12/2/16,2,33,3,1.1,0.1,NA,0.090909091,0.11,0.33,NA,NA,NA,NA,NA,NA
379,leaves,Forest_P12,Low, 15C,Low, 10%watervol,Meadow,Forest,Non-local,NA,NA,12/2/16,2,33,3,3.7,0.3,NA,0.081081081,1.11,3.33,NA,NA,NA,NA,NA,NA
380,leaves,Forest_P15,Low, 15C,Low, 10%watervol,Meadow,Forest,Non-local,NA,NA,12/2/16,2,33,4,4.8,0.3,NA,0.0625,1.44,5.76,NA,NA,NA,NA,NA,NA
381,leaves,Meadow_P03,Low, 15C,Low, 10%watervol,Meadow,Meadow,Local,NA,NA,12/2/16,2,33,4,5.7,0.5,NA,0.087719298,2.85,11.4,NA,NA,NA,NA,NA,NA
382,leaves,Meadow_P03,Low, 15C,Low, 10%watervol,Meadow,Meadow,Local,NA,NA,12/2/16,2,33,4,3.3,0.5,NA,0.151515152,1.65,6.6,NA,NA,NA,NA,NA,NA
383,leaves,Meadow_P06,Low, 15C,Low, 10%watervol,Meadow,Meadow,Local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,leaves,Meadow_P08,Low, 15C,Low, 10%watervol,Meadow,Meadow,Local,NA,NA,12/2/16,2,33,4,3.1,0.3,NA,0.096774194,0.93,3.72,NA,NA,NA,NA,NA,NA
49,leaves,Coast_P09,High, 25C,High, 40%watervol,Coast,Coast,Local,NA,NA,26-02-2016,3,47,10,16.8,0.9,NA,0.053571429,15.12,151.2,NA,NA,NA,NA,NA,NA
50,leaves,Coast_P10,High, 25C,High, 40%watervol,Coast,Coast,Local,NA,NA,26-02-2016,3,47,4,5.8,0.3,NA,0.051724138,1.74,6.96,NA,NA,NA,NA,NA,NA
51,leaves,Coast_P10,High, 25C,High, 40%watervol,Coast,Coast,Local,NA,NA,26-02-2016,3,47,7,11.5,0.7,NA,0.060869565,8.05,56.35,NA,NA,NA,NA,NA,NA
52,leaves,Coast_P10,High, 25C,High, 40%watervol,Coast,Coast,Local,NA,NA,26-02-2016,3,47,10,10.9,0.7,NA,0.064220183,7.63,76.3,NA,NA,NA,NA,NA,NA
53,leaves,Forest_P10,High, 25C,High, 40%watervol,Coast,Forest,Non-local,NA,NA,26-02-2016,3,47,10,14.4,0.9,NA,0.0625,12.96,129.6,NA,NA,NA,NA,NA,NA
54,leaves,Forest_P12,High, 25C,High, 40%watervol,Coast,Forest,Non-local,NA,NA,26-02-2016,3,47,11,11,1.2,NA,0.109090909,13.2,145.2,NA,NA,NA,NA,NA,NA
55,leaves,Forest_P15,High, 25C,High, 40%watervol,Coast,Forest,Non-local,NA,NA,26-02-2016,3,47,8,13.6,1.1,NA,0.080882353,14.96,119.68,NA,NA,NA,NA,NA,NA
56,leaves,Forest_P4,High, 25C,High, 40%watervol,Coast,Forest,Non-local,NA,NA,26-02-2016,3,47,5,5,0.4,NA,0.08,2,10,NA,NA,NA,NA,NA,NA
57,leaves,Meadow_P03,High, 25C,High, 40%watervol,Coast,Meadow,Non-local,NA,NA,26-02-2016,3,47,9,11.7,1.2,NA,0.102564103,14.04,126.36,NA,NA,NA,NA,NA,NA
58,leaves,Meadow_P03,High, 25C,High, 40%watervol,Coast,Meadow,Non-local,NA,NA,26-02-2016,3,47,12,11.2,1.3,NA,0.116071429,14.56,174.72,NA,NA,NA,NA,NA,NA
59,leaves,Meadow_P03,High, 25C,High, 40%watervol,Coast,Meadow,Non-local,NA,NA,26-02-2016,3,47,9,9.4,0.8,NA,0.085106383,7.52,67.68,NA,NA,NA,NA,NA,NA
60,leaves,Meadow_P07,High, 25C,High, 40%watervol,Coast,Meadow,Non-local,NA,NA,26-02-2016,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,leaves,Coast_P21,High, 25C,High, 40%watervol,Forest,Coast,Non-local,NA,NA,26-02-2016,3,47,11,19.1,1,NA,0.052356021,19.1,210.1,NA,NA,NA,NA,NA,NA
74,leaves,Coast_P21,High, 25C,High, 40%watervol,Forest,Coast,Non-local,NA,NA,26-02-2016,3,47,8,15.3,1,NA,0.065359477,15.3,122.4,NA,NA,NA,NA,NA,NA
75,leaves,Coast_P23,High, 25C,High, 40%watervol,Forest,Coast,Non-local,NA,NA,26-02-2016,3,47,5,8,0.4,NA,0.05,3.2,16,NA,NA,NA,NA,NA,NA
76,leaves,Coast_P23,High, 25C,High, 40%watervol,Forest,Coast,Non-local,NA,NA,26-02-2016,3,47,12,16.9,1.1,NA,0.065088757,18.59,223.08,NA,NA,NA,NA,NA,NA
77,leaves,Forest_P11,High, 25C,High, 40%watervol,Forest,Forest,Local,NA,NA,26-02-2016,3,47,10,8.3,0.8,NA,0.096385542,6.64,66.4,NA,NA,NA,NA,NA,NA
78,leaves,Forest_P12,High, 25C,High, 40%watervol,Forest,Forest,Local,NA,NA,26-02-2016,3,47,7,9.4,0.8,NA,0.085106383,7.52,52.64,NA,NA,NA,NA,NA,NA
79,leaves,Forest_P12,High, 25C,High, 40%watervol,Forest,Forest,Local,NA,NA,26-02-2016,3,47,10,11.1,1.3,NA,0.117117117,14.43,144.3,NA,NA,NA,NA,NA,NA
80,leaves,Forest_P4,High, 25C,High, 40%watervol,Forest,Forest,Local,NA,NA,26-02-2016,3,47,11,16.6,0.9,NA,0.054216867,14.94,164.34,NA,NA,NA,NA,NA,NA
81,leaves,Meadow_P01,High, 25C,High, 40%watervol,Forest,Meadow,Non-local,NA,NA,26-02-2016,3,47,13,9,1.2,NA,0.133333333,10.8,140.4,NA,NA,NA,NA,NA,NA
82,leaves,Meadow_P03,High, 25C,High, 40%watervol,Forest,Meadow,Non-local,NA,NA,26-02-2016,3,47,9,13.5,1,NA,0.074074074,13.5,121.5,NA,NA,NA,NA,NA,NA
83,leaves,Meadow_P03,High, 25C,High, 40%watervol,Forest,Meadow,Non-local,NA,NA,26-02-2016,3,47,14,10.1,1.3,NA,0.128712871,13.13,183.82,NA,NA,NA,NA,NA,NA
84,leaves,Meadow_P06,High, 25C,High, 40%watervol,Forest,Meadow,Non-local,NA,NA,26-02-2016,3,47,14,9.5,1.5,NA,0.157894737,14.25,199.5,NA,NA,NA,NA,NA,NA
85,leaves,Coast_P01,High, 25C,High, 40%watervol,Meadow,Coast,Non-local,NA,NA,26-02-2016,3,47,6,9,0.8,NA,0.088888889,7.2,43.2,NA,NA,NA,NA,NA,NA
86,leaves,Coast_P07,High, 25C,High, 40%watervol,Meadow,Coast,Non-local,NA,NA,26-02-2016,3,47,9,19.9,1.1,NA,0.055276382,21.89,197.01,NA,NA,NA,NA,NA,NA
87,leaves,Coast_P21,High, 25C,High, 40%watervol,Meadow,Coast,Non-local,NA,NA,26-02-2016,3,47,10,17.9,1.1,NA,0.061452514,19.69,196.9,NA,NA,NA,NA,NA,NA
88,leaves,Coast_P23,High, 25C,High, 40%watervol,Meadow,Coast,Non-local,NA,NA,26-02-2016,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,leaves,Forest_P10,High, 25C,High, 40%watervol,Meadow,Forest,Non-local,NA,NA,26-02-2016,3,47,9,10.1,1,NA,0.099009901,10.1,90.9,NA,NA,NA,NA,NA,NA
90,leaves,Forest_P11,High, 25C,High, 40%watervol,Meadow,Forest,Non-local,NA,NA,26-02-2016,3,47,10,8.8,0.9,NA,0.102272727,7.92,79.2,NA,NA,NA,NA,NA,NA
91,leaves,Forest_P15,High, 25C,High, 40%watervol,Meadow,Forest,Non-local,NA,NA,26-02-2016,3,47,13,12,1,NA,0.083333333,12,156,NA,NA,NA,NA,NA,NA
92,leaves,Forest_P4,High, 25C,High, 40%watervol,Meadow,Forest,Non-local,NA,NA,26-02-2016,3,47,11,16,1.1,NA,0.06875,17.6,193.6,NA,NA,NA,NA,NA,NA
93,leaves,Meadow_P03,High, 25C,High, 40%watervol,Meadow,Meadow,Local,NA,NA,26-02-2016,3,47,11,4.8,0.8,NA,0.166666667,3.84,42.24,NA,NA,NA,NA,NA,NA
94,leaves,Meadow_P03,High, 25C,High, 40%watervol,Meadow,Meadow,Local,NA,NA,26-02-2016,3,47,8,7.2,1,NA,0.138888889,7.2,57.6,NA,NA,NA,NA,NA,NA
95,leaves,Meadow_P05,High, 25C,High, 40%watervol,Meadow,Meadow,Local,NA,NA,26-02-2016,3,47,11,8.5,1.2,NA,0.141176471,10.2,112.2,NA,NA,NA,NA,NA,NA
96,leaves,Meadow_P08,High, 25C,High, 40%watervol,Meadow,Meadow,Local,NA,NA,26-02-2016,3,47,9,10.7,0.7,NA,0.065420561,7.49,67.41,NA,NA,NA,NA,NA,NA
145,leaves,Coast_P01,High, 25C,Low, 10%watervol,Coast,Coast,Local,NA,NA,26-02-2016,3,47,7,14.6,0.9,NA,0.061643836,13.14,91.98,NA,NA,NA,NA,NA,NA
146,leaves,Coast_P07,High, 25C,Low, 10%watervol,Coast,Coast,Local,NA,NA,26-02-2016,3,47,9,17.7,0.9,NA,0.050847458,15.93,143.37,NA,NA,NA,NA,NA,NA
147,leaves,Coast_P07,High, 25C,Low, 10%watervol,Coast,Coast,Local,NA,NA,26-02-2016,3,47,9,13.1,0.7,NA,0.053435115,9.17,82.53,NA,NA,NA,NA,NA,NA
148,leaves,Coast_P10,High, 25C,Low, 10%watervol,Coast,Coast,Local,NA,NA,26-02-2016,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,leaves,Forest_P11,High, 25C,Low, 10%watervol,Coast,Forest,Non-local,NA,NA,26-02-2016,3,47,13,9.1,1.1,NA,0.120879121,10.01,130.13,NA,NA,NA,NA,NA,NA
150,leaves,Forest_P12,High, 25C,Low, 10%watervol,Coast,Forest,Non-local,NA,NA,26-02-2016,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,leaves,Forest_P15,High, 25C,Low, 10%watervol,Coast,Forest,Non-local,NA,NA,26-02-2016,3,47,14,10.2,0.7,NA,0.068627451,7.14,99.96,NA,NA,NA,NA,NA,NA
152,leaves,Forest_P3,High, 25C,Low, 10%watervol,Coast,Forest,Non-local,NA,NA,26-02-2016,3,47,7,13.7,0.7,NA,0.051094891,9.59,67.13,NA,NA,NA,NA,NA,NA
153,leaves,Meadow_P01,High, 25C,Low, 10%watervol,Coast,Meadow,Non-local,NA,NA,26-02-2016,3,47,8,10.3,1,NA,0.097087379,10.3,82.4,NA,NA,NA,NA,NA,NA
154,leaves,Meadow_P05,High, 25C,Low, 10%watervol,Coast,Meadow,Non-local,NA,NA,26-02-2016,3,47,14,8.4,1.1,NA,0.130952381,9.24,129.36,NA,NA,NA,NA,NA,NA
155,leaves,Meadow_P06,High, 25C,Low, 10%watervol,Coast,Meadow,Non-local,NA,NA,26-02-2016,3,47,12,8.3,1.1,NA,0.13253012,9.13,109.56,NA,NA,NA,NA,NA,NA
156,leaves,Meadow_P08,High, 25C,Low, 10%watervol,Coast,Meadow,Non-local,NA,NA,26-02-2016,3,47,11,8,1,NA,0.125,8,88,NA,NA,NA,NA,NA,NA
169,leaves,Coast_P01,High, 25C,Low, 10%watervol,Forest,Coast,Non-local,NA,NA,26-02-2016,3,47,7,15.3,1.5,NA,0.098039216,22.95,160.65,NA,NA,NA,NA,NA,NA
170,leaves,Coast_P07,High, 25C,Low, 10%watervol,Forest,Coast,Non-local,NA,NA,26-02-2016,3,47,9,12.9,0.8,NA,0.062015504,10.32,92.88,NA,NA,NA,NA,NA,NA
171,leaves,Coast_P10,High, 25C,Low, 10%watervol,Forest,Coast,Non-local,NA,NA,26-02-2016,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,leaves,Coast_P23,High, 25C,Low, 10%watervol,Forest,Coast,Non-local,NA,NA,26-02-2016,3,47,10,13.3,1.1,NA,0.082706767,14.63,146.3,NA,NA,NA,NA,NA,NA
173,leaves,Forest_P10,High, 25C,Low, 10%watervol,Forest,Forest,Local,NA,NA,26-02-2016,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,leaves,Forest_P15,High, 25C,Low, 10%watervol,Forest,Forest,Local,NA,NA,26-02-2016,3,47,11,10.3,0.7,NA,0.067961165,7.21,79.31,NA,NA,NA,NA,NA,NA
175,leaves,Forest_P3,High, 25C,Low, 10%watervol,Forest,Forest,Local,NA,NA,26-02-2016,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,leaves,Forest_P4,High, 25C,Low, 10%watervol,Forest,Forest,Local,NA,NA,26-02-2016,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,leaves,Meadow_P01,High, 25C,Low, 10%watervol,Forest,Meadow,Non-local,NA,NA,26-02-2016,3,47,12,10,1.1,NA,0.11,11,132,NA,NA,NA,NA,NA,NA
178,leaves,Meadow_P05,High, 25C,Low, 10%watervol,Forest,Meadow,Non-local,NA,NA,26-02-2016,3,47,14,10.7,1.3,NA,0.121495327,13.91,194.74,NA,NA,NA,NA,NA,NA
179,leaves,Meadow_P05,High, 25C,Low, 10%watervol,Forest,Meadow,Non-local,NA,NA,26-02-2016,3,47,13,12.2,1.1,NA,0.090163934,13.42,174.46,NA,NA,NA,NA,NA,NA
180,leaves,Meadow_P06,High, 25C,Low, 10%watervol,Forest,Meadow,Non-local,NA,NA,26-02-2016,3,47,11,9,1.5,NA,0.166666667,13.5,148.5,NA,NA,NA,NA,NA,NA
181,leaves,Coast_P01,High, 25C,Low, 10%watervol,Meadow,Coast,Non-local,NA,NA,26-02-2016,3,47,7,12.7,1,NA,0.078740157,12.7,88.9,NA,NA,NA,NA,NA,NA
182,leaves,Coast_P01,High, 25C,Low, 10%watervol,Meadow,Coast,Non-local,NA,NA,26-02-2016,3,47,11,14.4,1.2,NA,0.083333333,17.28,190.08,NA,NA,NA,NA,NA,NA
183,leaves,Coast_P07,High, 25C,Low, 10%watervol,Meadow,Coast,Non-local,NA,NA,26-02-2016,3,47,8,13.2,0.8,NA,0.060606061,10.56,84.48,NA,NA,NA,NA,NA,NA
184,leaves,Coast_P10,High, 25C,Low, 10%watervol,Meadow,Coast,Non-local,NA,NA,26-02-2016,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,leaves,Forest_P10,High, 25C,Low, 10%watervol,Meadow,Forest,Non-local,NA,NA,26-02-2016,3,47,12,16.5,1,NA,0.060606061,16.5,198,NA,NA,NA,NA,NA,NA
186,leaves,Forest_P12,High, 25C,Low, 10%watervol,Meadow,Forest,Non-local,NA,NA,26-02-2016,3,47,11,11.4,0.9,NA,0.078947368,10.26,112.86,NA,NA,NA,NA,NA,NA
187,leaves,Forest_P3,High, 25C,Low, 10%watervol,Meadow,Forest,Non-local,NA,NA,26-02-2016,3,47,14,8.8,0.9,NA,0.102272727,7.92,110.88,NA,NA,NA,NA,NA,NA
188,leaves,Forest_P4,High, 25C,Low, 10%watervol,Meadow,Forest,Non-local,NA,NA,26-02-2016,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,leaves,Meadow_P05,High, 25C,Low, 10%watervol,Meadow,Meadow,Local,NA,NA,26-02-2016,3,47,12,7.5,0.8,NA,0.106666667,6,72,NA,NA,NA,NA,NA,NA
190,leaves,Meadow_P07,High, 25C,Low, 10%watervol,Meadow,Meadow,Local,NA,NA,26-02-2016,3,47,13,9.6,0.9,NA,0.09375,8.64,112.32,NA,NA,NA,NA,NA,NA
191,leaves,Meadow_P07,High, 25C,Low, 10%watervol,Meadow,Meadow,Local,NA,NA,26-02-2016,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,leaves,Meadow_P08,High, 25C,Low, 10%watervol,Meadow,Meadow,Local,NA,NA,26-02-2016,3,47,9,11.2,0.9,NA,0.080357143,10.08,90.72,NA,NA,NA,NA,NA,NA
241,leaves,Coast_P09,Low, 15C,High, 40%watervol,Coast,Coast,Local,NA,NA,26-02-2016,3,47,6,12.5,0.8,NA,0.064,10,60,NA,NA,NA,NA,NA,NA
242,leaves,Coast_P10,Low, 15C,High, 40%watervol,Coast,Coast,Local,NA,NA,26-02-2016,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,leaves,Coast_P10,Low, 15C,High, 40%watervol,Coast,Coast,Local,NA,NA,26-02-2016,3,47,5,6.1,0.4,NA,0.06557377,2.44,12.2,NA,NA,NA,NA,NA,NA
244,leaves,Coast_P23,Low, 15C,High, 40%watervol,Coast,Coast,Local,NA,NA,26-02-2016,3,47,3,4.5,0.5,NA,0.111111111,2.25,6.75,NA,NA,NA,NA,NA,NA
245,leaves,Forest_P10,Low, 15C,High, 40%watervol,Coast,Forest,Non-local,NA,NA,26-02-2016,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,leaves,Forest_P11,Low, 15C,High, 40%watervol,Coast,Forest,Non-local,NA,NA,26-02-2016,3,47,2,4.5,0.4,NA,0.088888889,1.8,3.6,NA,NA,NA,NA,NA,NA
247,leaves,Forest_P12,Low, 15C,High, 40%watervol,Coast,Forest,Non-local,NA,NA,26-02-2016,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,leaves,Forest_P12,Low, 15C,High, 40%watervol,Coast,Forest,Non-local,NA,NA,26-02-2016,3,47,4,6.6,0.6,NA,0.090909091,3.96,15.84,NA,NA,NA,NA,NA,NA
249,leaves,Meadow_P01,Low, 15C,High, 40%watervol,Coast,Meadow,Non-local,NA,NA,26-02-2016,3,47,4,3.3,0.4,NA,0.121212121,1.32,5.28,NA,NA,NA,NA,NA,NA
250,leaves,Meadow_P05,Low, 15C,High, 40%watervol,Coast,Meadow,Non-local,NA,NA,26-02-2016,3,47,7,7,0.6,NA,0.085714286,4.2,29.4,NA,NA,NA,NA,NA,NA
251,leaves,Meadow_P06,Low, 15C,High, 40%watervol,Coast,Meadow,Non-local,NA,NA,26-02-2016,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,leaves,Meadow_P08,Low, 15C,High, 40%watervol,Coast,Meadow,Non-local,NA,NA,26-02-2016,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,leaves,Coast_P01,Low, 15C,High, 40%watervol,Forest,Coast,Non-local,NA,NA,26-02-2016,3,47,6,8.6,0.8,NA,0.093023256,6.88,41.28,NA,NA,NA,NA,NA,NA
266,leaves,Coast_P09,Low, 15C,High, 40%watervol,Forest,Coast,Non-local,NA,NA,26-02-2016,3,47,4,8.4,0.6,NA,0.071428571,5.04,20.16,NA,NA,NA,NA,NA,NA
267,leaves,Coast_P10,Low, 15C,High, 40%watervol,Forest,Coast,Non-local,NA,NA,26-02-2016,3,47,4,6.3,0.5,NA,0.079365079,3.15,12.6,NA,NA,NA,NA,NA,NA
268,leaves,Coast_P21,Low, 15C,High, 40%watervol,Forest,Coast,Non-local,NA,NA,26-02-2016,3,47,6,10,0.8,NA,0.08,8,48,NA,NA,NA,NA,NA,NA
269,leaves,Forest_P15,Low, 15C,High, 40%watervol,Forest,Forest,Local,NA,NA,26-02-2016,3,47,6,6.8,0.7,NA,0.102941176,4.76,28.56,NA,NA,NA,NA,NA,NA
270,leaves,Forest_P3,Low, 15C,High, 40%watervol,Forest,Forest,Local,NA,NA,26-02-2016,3,47,6,8.1,0.5,NA,0.061728395,4.05,24.3,NA,NA,NA,NA,NA,NA
271,leaves,Forest_P3,Low, 15C,High, 40%watervol,Forest,Forest,Local,NA,NA,26-02-2016,3,47,5,6.5,0.7,NA,0.107692308,4.55,22.75,NA,NA,NA,NA,NA,NA
272,leaves,Forest_P3,Low, 15C,High, 40%watervol,Forest,Forest,Local,NA,NA,26-02-2016,3,47,6,4.6,0.5,NA,0.108695652,2.3,13.8,NA,NA,NA,NA,NA,NA
273,leaves,Meadow_P01,Low, 15C,High, 40%watervol,Forest,Meadow,Non-local,NA,NA,26-02-2016,3,47,6,6.9,0.7,NA,0.101449275,4.83,28.98,NA,NA,NA,NA,NA,NA
274,leaves,Meadow_P07,Low, 15C,High, 40%watervol,Forest,Meadow,Non-local,NA,NA,26-02-2016,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,leaves,Meadow_P07,Low, 15C,High, 40%watervol,Forest,Meadow,Non-local,NA,NA,26-02-2016,3,47,7,9.8,0.8,NA,0.081632653,7.84,54.88,NA,NA,NA,NA,NA,NA
276,leaves,Meadow_P07,Low, 15C,High, 40%watervol,Forest,Meadow,Non-local,NA,NA,26-02-2016,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,leaves,Coast_P07,Low, 15C,High, 40%watervol,Meadow,Coast,Non-local,NA,NA,26-02-2016,3,47,4,12.1,0.9,NA,0.074380165,10.89,43.56,NA,NA,NA,NA,NA,NA
278,leaves,Coast_P09,Low, 15C,High, 40%watervol,Meadow,Coast,Non-local,NA,NA,26-02-2016,3,47,5,8.4,0.6,NA,0.071428571,5.04,25.2,NA,NA,NA,NA,NA,NA
279,leaves,Coast_P10,Low, 15C,High, 40%watervol,Meadow,Coast,Non-local,NA,NA,26-02-2016,3,47,4,6.3,0.5,NA,0.079365079,3.15,12.6,NA,NA,NA,NA,NA,NA
280,leaves,Coast_P10,Low, 15C,High, 40%watervol,Meadow,Coast,Non-local,NA,NA,26-02-2016,3,47,6,8,0.9,NA,0.1125,7.2,43.2,NA,NA,NA,NA,NA,NA
281,leaves,Forest_P10,Low, 15C,High, 40%watervol,Meadow,Forest,Non-local,NA,NA,26-02-2016,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,leaves,Forest_P10,Low, 15C,High, 40%watervol,Meadow,Forest,Non-local,NA,NA,26-02-2016,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,leaves,Forest_P10,Low, 15C,High, 40%watervol,Meadow,Forest,Non-local,NA,NA,26-02-2016,3,47,4,6.3,0.6,NA,0.095238095,3.78,15.12,NA,NA,NA,NA,NA,NA
284,leaves,Forest_P3,Low, 15C,High, 40%watervol,Meadow,Forest,Non-local,NA,NA,26-02-2016,3,47,3,4.3,0.5,NA,0.11627907,2.15,6.45,NA,NA,NA,NA,NA,NA
285,leaves,Meadow_P05,Low, 15C,High, 40%watervol,Meadow,Meadow,Local,NA,NA,26-02-2016,3,47,3,3.8,0.6,NA,0.157894737,2.28,6.84,NA,NA,NA,NA,NA,NA
286,leaves,Meadow_P05,Low, 15C,High, 40%watervol,Meadow,Meadow,Local,NA,NA,26-02-2016,3,47,5,4.7,0.6,NA,0.127659574,2.82,14.1,NA,NA,NA,NA,NA,NA
287,leaves,Meadow_P06,Low, 15C,High, 40%watervol,Meadow,Meadow,Local,NA,NA,26-02-2016,3,47,6,4.3,0.6,NA,0.139534884,2.58,15.48,NA,NA,NA,NA,NA,NA
288,leaves,Meadow_P06,Low, 15C,High, 40%watervol,Meadow,Meadow,Local,NA,NA,26-02-2016,3,47,5,6.5,0.7,NA,0.107692308,4.55,22.75,NA,NA,NA,NA,NA,NA
337,leaves,Coast_P07,Low, 15C,Low, 10%watervol,Coast,Coast,Local,NA,NA,26-02-2016,3,47,6,10.3,0.8,NA,0.077669903,8.24,49.44,NA,NA,NA,NA,NA,NA
338,leaves,Coast_P21,Low, 15C,Low, 10%watervol,Coast,Coast,Local,NA,NA,26-02-2016,3,47,1,1,0.2,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA
339,leaves,Coast_P21,Low, 15C,Low, 10%watervol,Coast,Coast,Local,NA,NA,26-02-2016,3,47,5,3.8,0.4,NA,0.105263158,1.52,7.6,NA,NA,NA,NA,NA,NA
340,leaves,Coast_P21,Low, 15C,Low, 10%watervol,Coast,Coast,Local,NA,NA,26-02-2016,3,47,6,7.7,0.6,NA,0.077922078,4.62,27.72,NA,NA,NA,NA,NA,NA
341,leaves,Forest_P10,Low, 15C,Low, 10%watervol,Coast,Forest,Non-local,NA,NA,26-02-2016,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,leaves,Forest_P11,Low, 15C,Low, 10%watervol,Coast,Forest,Non-local,NA,NA,26-02-2016,3,47,6,5.9,0.7,NA,0.118644068,4.13,24.78,NA,NA,NA,NA,NA,NA
343,leaves,Forest_P12,Low, 15C,Low, 10%watervol,Coast,Forest,Non-local,NA,NA,26-02-2016,3,47,5,6.1,0.7,NA,0.114754098,4.27,21.35,NA,NA,NA,NA,NA,NA
344,leaves,Forest_P4,Low, 15C,Low, 10%watervol,Coast,Forest,Non-local,NA,NA,26-02-2016,3,47,8,8.3,0.6,NA,0.072289157,4.98,39.84,NA,NA,NA,NA,NA,NA
345,leaves,Meadow_P01,Low, 15C,Low, 10%watervol,Coast,Meadow,Non-local,NA,NA,26-02-2016,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,leaves,Meadow_P01,Low, 15C,Low, 10%watervol,Coast,Meadow,Non-local,NA,NA,26-02-2016,3,47,5,4.9,0.5,NA,0.102040816,2.45,12.25,NA,NA,NA,NA,NA,NA
347,leaves,Meadow_P06,Low, 15C,Low, 10%watervol,Coast,Meadow,Non-local,NA,NA,26-02-2016,3,47,5,11.2,0.9,NA,0.080357143,10.08,50.4,NA,NA,NA,NA,NA,NA
